# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	597509	598252	+							BHY08_RS02910	744		old_locus_tag=BHY08_02910
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	597509	598252	+	WP_071456446.1	WP_071456446.1		thioesterase			BHY08_RS02910	744	247	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	598328	599494	+							BHY08_RS02915	1167		old_locus_tag=BHY08_02915
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	598328	599494	+	WP_071456447.1	WP_071456447.1		ABC transporter ATP-binding protein			BHY08_RS02915	1167	388	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	599494	600129	+							BHY08_RS02920	636		old_locus_tag=BHY08_02920
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	599494	600129	+	WP_071456448.1	WP_071456448.1		ABC transporter permease			BHY08_RS02920	636	211	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	600129	601058	+							BHY08_RS02925	930		old_locus_tag=BHY08_02925
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	600129	601058	+	WP_071456449.1	WP_071456449.1		osmoprotectant ABC transporter substrate-binding protein			BHY08_RS02925	930	309	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	601067	601753	+							BHY08_RS02930	687		old_locus_tag=BHY08_02930
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	601067	601753	+	WP_169817684.1	WP_169817684.1		ABC transporter permease			BHY08_RS02930	687	228	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	601844	603061	+							BHY08_RS02935	1218		old_locus_tag=BHY08_02935
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	601844	603061	+	WP_071456451.1	WP_071456451.1		pyridoxal phosphate-dependent aminotransferase			BHY08_RS02935	1218	405	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	603091	603264	-							BHY08_RS02940	174		old_locus_tag=BHY08_02940
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	603091	603264	-	WP_071456452.1	WP_071456452.1		DUF2187 domain-containing protein			BHY08_RS02940	174	57	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	603501	604652	+					nagA		BHY08_RS02945	1152		old_locus_tag=BHY08_02945
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	603501	604652	+	WP_071456453.1	WP_071456453.1		N-acetylglucosamine-6-phosphate deacetylase	nagA		BHY08_RS02945	1152	383	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	604715	605806	+							BHY08_RS02950	1092		old_locus_tag=BHY08_02950
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	604715	605806	+	WP_071456454.1	WP_071456454.1		aminopeptidase P family protein			BHY08_RS02950	1092	363	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	605973	606788	+							BHY08_RS02955	816		old_locus_tag=BHY08_02955
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	605973	606788	+	WP_071456455.1	WP_071456455.1		hypothetical protein			BHY08_RS02955	816	271	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	606944	607276	+							BHY08_RS02960	333		old_locus_tag=BHY08_02960
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	606944	607276	+	WP_071456456.1	WP_071456456.1		PadR family transcriptional regulator			BHY08_RS02960	333	110	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	607263	607592	+							BHY08_RS02965	330		old_locus_tag=BHY08_02965
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	607263	607592	+	WP_071456457.1	WP_071456457.1		hypothetical protein			BHY08_RS02965	330	109	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	607595	608812	+							BHY08_RS02970	1218		old_locus_tag=BHY08_02970
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	607595	608812	+	WP_071456458.1	WP_071456458.1		DUF4097 family beta strand repeat-containing protein			BHY08_RS02970	1218	405	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	608832	609212	-							BHY08_RS02975	381		old_locus_tag=BHY08_02975
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	608832	609212	-	WP_071456459.1	WP_071456459.1		hypothetical protein			BHY08_RS02975	381	126	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	609225	609890	-							BHY08_RS02980	666		old_locus_tag=BHY08_02980
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	609225	609890	-	WP_071456460.1	WP_071456460.1		DNA/RNA non-specific endonuclease			BHY08_RS02980	666	221	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	610034	610735	+							BHY08_RS02985	702		old_locus_tag=BHY08_02985
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	610034	610735	+	WP_071456461.1	WP_071456461.1		ABC transporter ATP-binding protein			BHY08_RS02985	702	233	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	610749	613499	+							BHY08_RS02990	2751		old_locus_tag=BHY08_02990
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	610749	613499	+	WP_071456462.1	WP_071456462.1		FtsX-like permease family protein			BHY08_RS02990	2751	916	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	613643	614161	+							BHY08_RS02995	519		old_locus_tag=BHY08_02995
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	613643	614161	+	WP_071457814.1	WP_071457814.1		hypothetical protein			BHY08_RS02995	519	172	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	614191	615612	+							BHY08_RS03000	1422		old_locus_tag=BHY08_03000
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	614191	615612	+	WP_118250720.1	WP_118250720.1		flotillin family protein			BHY08_RS03000	1422	473	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	616165	617742	+							BHY08_RS03005	1578		old_locus_tag=BHY08_03005
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	616165	617742	+	WP_071456464.1	WP_071456464.1		peptide chain release factor 3			BHY08_RS03005	1578	525	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	617911	619911	+							BHY08_RS03010	2001		old_locus_tag=BHY08_03010
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	617911	619911	+	WP_071456465.1	WP_071456465.1		hypothetical protein			BHY08_RS03010	2001	666	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	619983	621032	-							BHY08_RS03015	1050		old_locus_tag=BHY08_03015
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	619983	621032	-	WP_071456466.1	WP_071456466.1		hypothetical protein			BHY08_RS03015	1050	349	
gene	pseudogene	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	621256	621351	-							BHY08_RS10915	96		partial;pseudo
CDS	without_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	621256	621351	-				ABC transporter ATP-binding protein			BHY08_RS10915	96		partial;pseudo
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	621363	621677	-							BHY08_RS03020	315		old_locus_tag=BHY08_03020
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	621363	621677	-	WP_071456467.1	WP_071456467.1		SMR family transporter			BHY08_RS03020	315	104	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	621679	622017	-							BHY08_RS03025	339		old_locus_tag=BHY08_03025
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	621679	622017	-	WP_071456468.1	WP_071456468.1		SMR family transporter			BHY08_RS03025	339	112	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	622297	622845	+							BHY08_RS03030	549		old_locus_tag=BHY08_03030
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	622297	622845	+	WP_071456469.1	WP_071456469.1		hypothetical protein			BHY08_RS03030	549	182	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	622883	623968	+					wecB		BHY08_RS03035	1086		old_locus_tag=BHY08_03035
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	622883	623968	+	WP_071457815.1	WP_071457815.1		UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)	wecB		BHY08_RS03035	1086	361	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	624071	624619	+							BHY08_RS03040	549		old_locus_tag=BHY08_03040
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	624071	624619	+	WP_071456470.1	WP_071456470.1		sigma-70 family RNA polymerase sigma factor			BHY08_RS03040	549	182	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	624616	626061	+							BHY08_RS03045	1446		old_locus_tag=BHY08_03045
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	624616	626061	+	WP_071456471.1	WP_071456471.1		hypothetical protein			BHY08_RS03045	1446	481	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	626116	626424	-							BHY08_RS03050	309		old_locus_tag=BHY08_03050
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	626116	626424	-	WP_071456472.1	WP_071456472.1		DUF1827 family protein			BHY08_RS03050	309	102	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	626541	628700	-							BHY08_RS03055	2160		old_locus_tag=BHY08_03055
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	626541	628700	-	WP_071456473.1	WP_071456473.1		ATP-dependent Clp protease ATP-binding subunit			BHY08_RS03055	2160	719	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	629135	629401	+							BHY08_RS03060	267		old_locus_tag=BHY08_03060
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	629135	629401	+	WP_071456474.1	WP_071456474.1		phosphocarrier protein HPr			BHY08_RS03060	267	88	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	629401	631122	+					ptsP		BHY08_RS03065	1722		old_locus_tag=BHY08_03065
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	629401	631122	+	WP_071456475.1	WP_071456475.1		phosphoenolpyruvate--protein phosphotransferase	ptsP		BHY08_RS03065	1722	573	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	631294	632322	+							BHY08_RS03070	1029		old_locus_tag=BHY08_03070
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	631294	632322	+	WP_071456476.1	WP_071456476.1		glycosyltransferase family 4 protein			BHY08_RS03070	1029	342	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	632323	633528	+							BHY08_RS03075	1206		old_locus_tag=BHY08_03075
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	632323	633528	+	WP_071456477.1	WP_071456477.1		glycosyltransferase family 4 protein			BHY08_RS03075	1206	401	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	633547	634593	+							BHY08_RS03080	1047		old_locus_tag=BHY08_03080
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	633547	634593	+	WP_071456478.1	WP_071456478.1		flippase-like domain-containing protein			BHY08_RS03080	1047	348	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	634702	635568	+							BHY08_RS03085	867		old_locus_tag=BHY08_03085
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	634702	635568	+	WP_071456479.1	WP_071456479.1		NAD(P)-dependent oxidoreductase			BHY08_RS03085	867	288	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	635658	635891	+							BHY08_RS03090	234		old_locus_tag=BHY08_03090
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	635658	635891	+	WP_071456480.1	WP_071456480.1		YkuJ family protein			BHY08_RS03090	234	77	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	635967	636917	+							BHY08_RS03095	951		old_locus_tag=BHY08_03095
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	635967	636917	+	WP_071456481.1	WP_071456481.1		hypothetical protein			BHY08_RS03095	951	316	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	637026	638309	+					tig		BHY08_RS03100	1284		old_locus_tag=BHY08_03100
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	637026	638309	+	WP_071456482.1	WP_071456482.1		trigger factor	tig		BHY08_RS03100	1284	427	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	638461	639726	+					clpX		BHY08_RS03105	1266		old_locus_tag=BHY08_03105
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	638461	639726	+	WP_071456483.1	WP_071456483.1		ATP-dependent Clp protease ATP-binding subunit ClpX	clpX		BHY08_RS03105	1266	421	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	639938	640837	+							BHY08_RS03110	900		old_locus_tag=BHY08_03110
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	639938	640837	+	WP_071456484.1	WP_071456484.1		phosphate ABC transporter substrate-binding protein PstS family protein			BHY08_RS03110	900	299	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	640948	641655	+							BHY08_RS03115	708		old_locus_tag=BHY08_03115
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	640948	641655	+	WP_071456485.1	WP_071456485.1		response regulator transcription factor			BHY08_RS03115	708	235	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	641655	643433	+							BHY08_RS03120	1779		old_locus_tag=BHY08_03120
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	641655	643433	+	WP_071456486.1	WP_071456486.1		ATP-binding protein			BHY08_RS03120	1779	592	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	643527	643967	+							BHY08_RS03125	441		old_locus_tag=BHY08_03125
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	643527	643967	+	WP_071456487.1	WP_071456487.1		CopY/TcrY family copper transport repressor			BHY08_RS03125	441	146	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	643979	646438	+							BHY08_RS03130	2460		old_locus_tag=BHY08_03130
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	643979	646438	+	WP_071456488.1	WP_071456488.1		heavy metal translocating P-type ATPase			BHY08_RS03130	2460	819	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	646463	647032	-							BHY08_RS03135	570		old_locus_tag=BHY08_03135
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	646463	647032	-	WP_071456489.1	WP_071456489.1		LysM peptidoglycan-binding domain-containing protein			BHY08_RS03135	570	189	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	647532	648344	+							BHY08_RS03140	813		old_locus_tag=BHY08_03140
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	647532	648344	+	WP_071456490.1	WP_071456490.1		hypothetical protein			BHY08_RS03140	813	270	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	648405	649739	-							BHY08_RS03145	1335		old_locus_tag=BHY08_03145
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	648405	649739	-	WP_071456491.1	WP_071456491.1		FAD-dependent oxidoreductase			BHY08_RS03145	1335	444	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	650158	651018	+							BHY08_RS03150	861		old_locus_tag=BHY08_03150
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	650158	651018	+	WP_071456492.1	WP_071456492.1		ROK family protein			BHY08_RS03150	861	286	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	651062	652051	-							BHY08_RS03155	990		old_locus_tag=BHY08_03155
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	651062	652051	-	WP_071456493.1	WP_071456493.1		galactose mutarotase			BHY08_RS03155	990	329	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	652048	652638	-							BHY08_RS03160	591		old_locus_tag=BHY08_03160
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	652048	652638	-	WP_071456494.1	WP_071456494.1		hypothetical protein			BHY08_RS03160	591	196	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	652890	653453	+					ahpC		BHY08_RS03165	564		old_locus_tag=BHY08_03165
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	652890	653453	+	WP_071456495.1	WP_071456495.1		alkyl hydroperoxide reductase subunit C	ahpC		BHY08_RS03165	564	187	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	653464	654990	+					ahpF		BHY08_RS03170	1527		old_locus_tag=BHY08_03170
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	653464	654990	+	WP_071456496.1	WP_071456496.1		alkyl hydroperoxide reductase subunit F	ahpF		BHY08_RS03170	1527	508	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	655111	655431	+							BHY08_RS03175	321		old_locus_tag=BHY08_03175
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	655111	655431	+	WP_071456497.1	WP_071456497.1		PadR family transcriptional regulator			BHY08_RS03175	321	106	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	655436	656257	+							BHY08_RS03180	822		old_locus_tag=BHY08_03180
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	655436	656257	+	WP_071456498.1	WP_071456498.1		hypothetical protein			BHY08_RS03180	822	273	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	656297	658018	-							BHY08_RS03185	1722		old_locus_tag=BHY08_03185
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	656297	658018	-	WP_071456499.1	WP_071456499.1		ABC transporter permease/substrate binding protein			BHY08_RS03185	1722	573	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	658011	659228	-							BHY08_RS03190	1218		old_locus_tag=BHY08_03190
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	658011	659228	-	WP_071456500.1	WP_071456500.1		glycine betaine/L-proline ABC transporter ATP-binding protein			BHY08_RS03190	1218	405	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	659367	660002	-							BHY08_RS03195	636		old_locus_tag=BHY08_03195
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	659367	660002	-	WP_071456501.1	WP_071456501.1		GntR family transcriptional regulator			BHY08_RS03195	636	211	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	660076	660573	-							BHY08_RS03200	498		old_locus_tag=BHY08_03200
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	660076	660573	-	WP_157093625.1	WP_157093625.1		hypothetical protein			BHY08_RS03200	498	165	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	660659	660802	+							BHY08_RS10920	144		
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	660659	660802	+	WP_211267913.1	WP_211267913.1		hypothetical protein			BHY08_RS10920	144	47	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	660956	663109	+							BHY08_RS03205	2154		old_locus_tag=BHY08_03205
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	660956	663109	+	WP_071456503.1	WP_071456503.1		UvrD-helicase domain-containing protein			BHY08_RS03205	2154	717	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	663178	663957	+							BHY08_RS03210	780		old_locus_tag=BHY08_03210
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	663178	663957	+	WP_071456504.1	WP_071456504.1		sulfite exporter TauE/SafE family protein			BHY08_RS03210	780	259	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	664088	665869	+							BHY08_RS03215	1782		old_locus_tag=BHY08_03215
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	664088	665869	+	WP_071456505.1	WP_071456505.1		oleate hydratase			BHY08_RS03215	1782	593	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	666011	667288	-							BHY08_RS03220	1278		old_locus_tag=BHY08_03220
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	666011	667288	-	WP_071456506.1	WP_071456506.1		hydroxymethylglutaryl-CoA reductase, degradative			BHY08_RS03220	1278	425	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	667309	668481	-							BHY08_RS03225	1173		old_locus_tag=BHY08_03225
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	667309	668481	-	WP_071456507.1	WP_071456507.1		hydroxymethylglutaryl-CoA synthase			BHY08_RS03225	1173	390	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	668634	669257	-							BHY08_RS03230	624		old_locus_tag=BHY08_03230
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	668634	669257	-	WP_071456508.1	WP_071456508.1		50S ribosomal protein L25/general stress protein Ctc			BHY08_RS03230	624	207	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	669616	670659	-							BHY08_RS03235	1044		old_locus_tag=BHY08_03235
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	669616	670659	-	WP_211267914.1	WP_211267914.1		M42 family metallopeptidase			BHY08_RS03235	1044	347	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	670708	670896	-							BHY08_RS03240	189		old_locus_tag=BHY08_03240
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	670708	670896	-	WP_071456510.1	WP_071456510.1		hypothetical protein			BHY08_RS03240	189	62	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	671005	671625	-					lexA		BHY08_RS03245	621		old_locus_tag=BHY08_03245
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	671005	671625	-	WP_071456511.1	WP_071456511.1		transcriptional repressor LexA	lexA		BHY08_RS03245	621	206	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	671771	672013	+							BHY08_RS03250	243		old_locus_tag=BHY08_03250
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	671771	672013	+	WP_071456512.1	WP_071456512.1		DUF896 family protein			BHY08_RS03250	243	80	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	672110	674110	+					tkt		BHY08_RS03255	2001		old_locus_tag=BHY08_03255
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	672110	674110	+	WP_071456513.1	WP_071456513.1		transketolase	tkt		BHY08_RS03255	2001	666	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	674376	678383	+					cas9		BHY08_RS03260	4008		old_locus_tag=BHY08_03260
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	674376	678383	+	WP_071456514.1	WP_071456514.1		type II CRISPR RNA-guided endonuclease Cas9	cas9		BHY08_RS03260	4008	1335	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	678380	679249	+					cas1		BHY08_RS03265	870		old_locus_tag=BHY08_03265
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	678380	679249	+	WP_199566562.1	WP_199566562.1		type II CRISPR-associated endonuclease Cas1	cas1		BHY08_RS03265	870	289	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	679246	679581	+					cas2		BHY08_RS03270	336		old_locus_tag=BHY08_03270
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	679246	679581	+	WP_071456516.1	WP_071456516.1		CRISPR-associated endonuclease Cas2	cas2		BHY08_RS03270	336	111	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	679574	679798	+							BHY08_RS11150	225		
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	679574	679798	+	WP_211267915.1	WP_211267915.1		hypothetical protein			BHY08_RS11150	225	74	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	679865	680230	+					csn2		BHY08_RS03275	366		old_locus_tag=BHY08_03275
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	679865	680230	+	WP_245729999.1	WP_245729999.1		type II-A CRISPR-associated protein Csn2	csn2		BHY08_RS03275	366	121	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	681532	682992	-							BHY08_RS03280	1461		old_locus_tag=BHY08_03280
