# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	399195	399485	-							G7081_RS02005	291		old_locus_tag=G7081_02005
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	399195	399485	-	WP_166006963.1	WP_166006963.1		50S ribosomal protein L23			G7081_RS02005	291	96	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	399485	400108	-					rplD		G7081_RS02010	624		old_locus_tag=G7081_02010
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	399485	400108	-	WP_166006965.1	WP_166006965.1		50S ribosomal protein L4	rplD		G7081_RS02010	624	207	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	400134	400763	-					rplC		G7081_RS02015	630		old_locus_tag=G7081_02015
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	400134	400763	-	WP_166006967.1	WP_166006967.1		50S ribosomal protein L3	rplC		G7081_RS02015	630	209	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	400789	401097	-					rpsJ		G7081_RS02020	309		old_locus_tag=G7081_02020
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	400789	401097	-	WP_126831842.1	WP_126831842.1		30S ribosomal protein S10	rpsJ		G7081_RS02020	309	102	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	401590	402777	-					tuf		G7081_RS02025	1188		old_locus_tag=G7081_02025
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	401590	402777	-	WP_166006969.1	WP_166006969.1		elongation factor Tu	tuf		G7081_RS02025	1188	395	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	402884	404968	-					fusA		G7081_RS02030	2085		old_locus_tag=G7081_02030
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	402884	404968	-	WP_166006971.1	WP_166006971.1		elongation factor G	fusA		G7081_RS02030	2085	694	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	405058	405528	-					rpsG		G7081_RS02035	471		old_locus_tag=G7081_02035
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	405058	405528	-	WP_166006973.1	WP_166006973.1		30S ribosomal protein S7	rpsG		G7081_RS02035	471	156	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	405575	405997	-					rpsL		G7081_RS02040	423		old_locus_tag=G7081_02040
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	405575	405997	-	WP_166006975.1	WP_166006975.1		30S ribosomal protein S12	rpsL		G7081_RS02040	423	140	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	406284	406970	+					rpiA		G7081_RS02045	687		old_locus_tag=G7081_02045
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	406284	406970	+	WP_166006977.1	WP_166006977.1		ribose-5-phosphate isomerase RpiA	rpiA		G7081_RS02045	687	228	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	407085	407849	+							G7081_RS02050	765		old_locus_tag=G7081_02050
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	407085	407849	+	WP_166006979.1	WP_166006979.1		formate/nitrite transporter family protein			G7081_RS02050	765	254	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	407926	408612	+					gpmA		G7081_RS02055	687		old_locus_tag=G7081_02055
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	407926	408612	+	WP_166006981.1	WP_166006981.1		2,3-diphosphoglycerate-dependent phosphoglycerate mutase	gpmA		G7081_RS02055	687	228	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	408640	409812	-							G7081_RS02060	1173		old_locus_tag=G7081_02060
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	408640	409812	-	WP_166006983.1	WP_166006983.1		iron-containing alcohol dehydrogenase			G7081_RS02060	1173	390	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	409910	410614	-					deoD		G7081_RS02065	705		old_locus_tag=G7081_02065
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	409910	410614	-	WP_166006985.1	WP_166006985.1		purine-nucleoside phosphorylase	deoD		G7081_RS02065	705	234	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	410645	411466	-							G7081_RS02070	822		old_locus_tag=G7081_02070
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	410645	411466	-	WP_166006987.1	WP_166006987.1		purine-nucleoside phosphorylase			G7081_RS02070	822	273	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	411491	412657	-					deoB		G7081_RS02075	1167		old_locus_tag=G7081_02075
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	411491	412657	-	WP_166006989.1	WP_166006989.1		phosphopentomutase	deoB		G7081_RS02075	1167	388	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	412728	413681	-							G7081_RS02080	954		old_locus_tag=G7081_02080
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	412728	413681	-	WP_166006991.1	WP_166006991.1		ABC transporter permease			G7081_RS02080	954	317	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	413683	414741	-							G7081_RS02085	1059		old_locus_tag=G7081_02085
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	413683	414741	-	WP_166006993.1	WP_166006993.1		ABC transporter permease			G7081_RS02085	1059	352	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	414734	416284	-							G7081_RS02090	1551		old_locus_tag=G7081_02090
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	414734	416284	-	WP_166008366.1	WP_166008366.1		ABC transporter ATP-binding protein			G7081_RS02090	1551	516	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	416355	417407	-							G7081_RS02095	1053		old_locus_tag=G7081_02095
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	416355	417407	-	WP_166006995.1	WP_166006995.1		BMP family protein			G7081_RS02095	1053	350	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	417468	417863	-							G7081_RS02100	396		old_locus_tag=G7081_02100
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	417468	417863	-	WP_166006997.1	WP_166006997.1		cytidine deaminase			G7081_RS02100	396	131	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	417872	418519	-					deoC		G7081_RS02105	648		old_locus_tag=G7081_02105
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	417872	418519	-	WP_166006999.1	WP_166006999.1		deoxyribose-phosphate aldolase	deoC		G7081_RS02105	648	215	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	418538	419839	-							G7081_RS02110	1302		old_locus_tag=G7081_02110
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	418538	419839	-	WP_166007001.1	WP_166007001.1		pyrimidine-nucleoside phosphorylase			G7081_RS02110	1302	433	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	419965	420993	-							G7081_RS02115	1029		old_locus_tag=G7081_02115
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	419965	420993	-	WP_166007003.1	WP_166007003.1		LacI family transcriptional regulator			G7081_RS02115	1029	342	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	421112	422053	-					menA		G7081_RS02120	942		old_locus_tag=G7081_02120
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	421112	422053	-	WP_166007005.1	WP_166007005.1		1,4-dihydroxy-2-naphthoate polyprenyltransferase	menA		G7081_RS02120	942	313	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	422069	423130	-							G7081_RS02125	1062		old_locus_tag=G7081_02125
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	422069	423130	-	WP_166007007.1	WP_166007007.1		FAD:protein FMN transferase			G7081_RS02125	1062	353	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	423271	424209	-							G7081_RS02130	939		old_locus_tag=G7081_02130
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	423271	424209	-	WP_166007009.1	WP_166007009.1		FMN-binding protein			G7081_RS02130	939	312	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	424521	426440	+							G7081_RS02135	1920		old_locus_tag=G7081_02135
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	424521	426440	+	WP_166007011.1	WP_166007011.1		NAD(P)/FAD-dependent oxidoreductase			G7081_RS02135	1920	639	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	426540	427070	+							G7081_RS02140	531		old_locus_tag=G7081_02140
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	426540	427070	+	WP_166007013.1	WP_166007013.1		Gx transporter family protein			G7081_RS02140	531	176	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	427109	428092	+							G7081_RS02145	984		old_locus_tag=G7081_02145
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	427109	428092	+	WP_166007015.1	WP_166007015.1		polyprenyl synthetase family protein			G7081_RS02145	984	327	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	428118	428924	-					yidA		G7081_RS02150	807		old_locus_tag=G7081_02150
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	428118	428924	-	WP_166007017.1	WP_166007017.1		sugar-phosphatase	yidA		G7081_RS02150	807	268	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	429069	430697	+							G7081_RS02155	1629		old_locus_tag=G7081_02155
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	429069	430697	+	WP_166007019.1	WP_166007019.1		ATP-binding cassette domain-containing protein			G7081_RS02155	1629	542	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	430735	432027	-							G7081_RS02160	1293		old_locus_tag=G7081_02160
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	430735	432027	-	WP_166007022.1	WP_166007022.1		adenylosuccinate synthase			G7081_RS02160	1293	430	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	432151	433515	-					dnaB		G7081_RS02165	1365		old_locus_tag=G7081_02165
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	432151	433515	-	WP_166007024.1	WP_166007024.1		replicative DNA helicase	dnaB		G7081_RS02165	1365	454	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	433546	433998	-					rplI		G7081_RS02170	453		old_locus_tag=G7081_02170
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	433546	433998	-	WP_166007026.1	WP_166007026.1		50S ribosomal protein L9	rplI		G7081_RS02170	453	150	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	434150	434395	-					rpsR		G7081_RS02175	246		old_locus_tag=G7081_02175
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	434150	434395	-	WP_166007028.1	WP_166007028.1		30S ribosomal protein S18	rpsR		G7081_RS02175	246	81	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	434417	434938	-					ssb		G7081_RS02180	522		old_locus_tag=G7081_02180
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	434417	434938	-	WP_166007030.1	WP_166007030.1		single-stranded DNA-binding protein	ssb		G7081_RS02180	522	173	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	434981	435280	-					rpsF		G7081_RS02185	300		old_locus_tag=G7081_02185
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	434981	435280	-	WP_166007032.1	WP_166007032.1		30S ribosomal protein S6	rpsF		G7081_RS02185	300	99	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	435411	437906	-					gyrA		G7081_RS02190	2496		old_locus_tag=G7081_02190
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	435411	437906	-	WP_166007034.1	WP_166007034.1		DNA gyrase subunit A	gyrA		G7081_RS02190	2496	831	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	437926	439878	-					gyrB		G7081_RS02195	1953		old_locus_tag=G7081_02195
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	437926	439878	-	WP_166007036.1	WP_166007036.1		DNA topoisomerase (ATP-hydrolyzing) subunit B	gyrB		G7081_RS02195	1953	650	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	439878	441002	-					recF		G7081_RS02200	1125		old_locus_tag=G7081_02200
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	439878	441002	-	WP_166007038.1	WP_166007038.1		DNA replication/repair protein RecF	recF		G7081_RS02200	1125	374	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	440989	441249	-					yaaA		G7081_RS02205	261		old_locus_tag=G7081_02205
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	440989	441249	-	WP_166007040.1	WP_166007040.1		S4 domain-containing protein YaaA	yaaA		G7081_RS02205	261	86	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	441456	442586	-					dnaN		G7081_RS02210	1131		old_locus_tag=G7081_02210
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	441456	442586	-	WP_166007042.1	WP_166007042.1		DNA polymerase III subunit beta	dnaN		G7081_RS02210	1131	376	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	442755	444104	-					dnaA		G7081_RS02215	1350		old_locus_tag=G7081_02215
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	442755	444104	-	WP_166007044.1	WP_166007044.1		chromosomal replication initiator protein DnaA	dnaA		G7081_RS02215	1350	449	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	444587	444721	+					rpmH		G7081_RS02220	135		old_locus_tag=G7081_02220
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	444587	444721	+	WP_166007046.1	WP_166007046.1		50S ribosomal protein L34	rpmH		G7081_RS02220	135	44	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	444845	445189	+					rnpA		G7081_RS02225	345		old_locus_tag=G7081_02225
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	444845	445189	+	WP_166007048.1	WP_166007048.1		ribonuclease P protein component	rnpA		G7081_RS02225	345	114	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	445203	446030	+							G7081_RS02230	828		old_locus_tag=G7081_02230
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	445203	446030	+	WP_166007050.1	WP_166007050.1		YidC/Oxa1 family membrane protein insertase			G7081_RS02230	828	275	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	446071	446772	+							G7081_RS02235	702		old_locus_tag=G7081_02235
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	446071	446772	+	WP_166007052.1	WP_166007052.1		protein jag			G7081_RS02235	702	233	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	446961	448115	+							G7081_RS02240	1155		old_locus_tag=G7081_02240
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	446961	448115	+	WP_166007054.1	WP_166007054.1		NADP-dependent malic enzyme			G7081_RS02240	1155	384	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	448324	449712	+					mnmE		G7081_RS02245	1389		old_locus_tag=G7081_02245
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	448324	449712	+	WP_166008367.1	WP_166008367.1		tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE	mnmE		G7081_RS02245	1389	462	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	449723	451621	+					mnmG		G7081_RS02250	1899		old_locus_tag=G7081_02250
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	449723	451621	+	WP_166007056.1	WP_166007056.1		tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	mnmG		G7081_RS02250	1899	632	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	451632	452351	+					rsmG		G7081_RS02255	720		old_locus_tag=G7081_02255
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	451632	452351	+	WP_166007058.1	WP_166007058.1		16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	rsmG		G7081_RS02255	720	239	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	452471	453238	+							G7081_RS02260	768		old_locus_tag=G7081_02260
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	452471	453238	+	WP_166007060.1	WP_166007060.1		AAA family ATPase			G7081_RS02260	768	255	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	453228	454115	+							G7081_RS02265	888		old_locus_tag=G7081_02265
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	453228	454115	+	WP_166008368.1	WP_166008368.1		ParB/RepB/Spo0J family partition protein			G7081_RS02265	888	295	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	454137	454322	+							G7081_RS02270	186		old_locus_tag=G7081_02270
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	454137	454322	+	WP_166007062.1	WP_166007062.1		DUF951 domain-containing protein			G7081_RS02270	186	61	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	454364	455464	+					ychF		G7081_RS02275	1101		old_locus_tag=G7081_02275
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	454364	455464	+	WP_166007064.1	WP_166007064.1		redox-regulated ATPase YchF	ychF		G7081_RS02275	1101	366	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	455504	456199	+							G7081_RS02280	696		old_locus_tag=G7081_02280
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	455504	456199	+	WP_238786654.1	WP_238786654.1		DUF1129 domain-containing protein			G7081_RS02280	696	231	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	456337	457821	+					guaB		G7081_RS02285	1485		old_locus_tag=G7081_02285
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	456337	457821	+	WP_166007068.1	WP_166007068.1		IMP dehydrogenase	guaB		G7081_RS02285	1485	494	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	457860	459137	-					serS		G7081_RS02290	1278		old_locus_tag=G7081_02290
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	457860	459137	-	WP_166007070.1	WP_166007070.1		serine--tRNA ligase	serS		G7081_RS02290	1278	425	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	459462	460742	-							G7081_RS02295	1281		old_locus_tag=G7081_02295
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	459462	460742	-	WP_166007072.1	WP_166007072.1		D-alanyl-D-alanine carboxypeptidase			G7081_RS02295	1281	426	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	460807	461976	-							G7081_RS02300	1170		old_locus_tag=G7081_02300
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	460807	461976	-	WP_166007074.1	WP_166007074.1		HAMP domain-containing histidine kinase			G7081_RS02300	1170	389	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	461966	462655	-							G7081_RS02305	690		old_locus_tag=G7081_02305
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	461966	462655	-	WP_166007076.1	WP_166007076.1		response regulator transcription factor			G7081_RS02305	690	229	
gene	rRNA	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	463088	464646	+							G7081_RS02310	1559		old_locus_tag=G7081_02310
rRNA		GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	463088	464646	+				16S ribosomal RNA			G7081_RS02310	1559		
gene	tRNA	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	464720	464792	+							G7081_RS02315	73		old_locus_tag=G7081_02315
tRNA		GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	464720	464792	+				tRNA-Ala			G7081_RS02315	73		anticodon=TGC
gene	rRNA	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	465004	467917	+							G7081_RS02320	2914		old_locus_tag=G7081_02320
rRNA		GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	465004	467917	+				23S ribosomal RNA			G7081_RS02320	2914		
gene	rRNA	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	468011	468126	+					rrf		G7081_RS02325	116		old_locus_tag=G7081_02325
rRNA		GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	468011	468126	+				5S ribosomal RNA	rrf		G7081_RS02325	116		
gene	tRNA	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	468147	468219	+							G7081_RS02330	73		old_locus_tag=G7081_02330
tRNA		GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	468147	468219	+				tRNA-Val			G7081_RS02330	73		anticodon=TAC
gene	tRNA	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	468223	468295	+							G7081_RS02335	73		old_locus_tag=G7081_02335
tRNA		GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	468223	468295	+				tRNA-Lys			G7081_RS02335	73		anticodon=TTT
gene	tRNA	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	468308	468389	+							G7081_RS02340	82		old_locus_tag=G7081_02340
tRNA		GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	468308	468389	+				tRNA-Leu			G7081_RS02340	82		anticodon=TAG
gene	tRNA	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	468398	468470	+							G7081_RS02345	73		old_locus_tag=G7081_02345
tRNA		GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	468398	468470	+				tRNA-Thr			G7081_RS02345	73		anticodon=TGT
gene	tRNA	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	468512	468583	+							G7081_RS02350	72		old_locus_tag=G7081_02350
tRNA		GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	468512	468583	+				tRNA-Gly			G7081_RS02350	72		anticodon=GCC
gene	tRNA	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	468624	468709	+							G7081_RS02355	86		old_locus_tag=G7081_02355
tRNA		GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	468624	468709	+				tRNA-Leu			G7081_RS02355	86		anticodon=TAA
gene	tRNA	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	468738	468811	+							G7081_RS02360	74		old_locus_tag=G7081_02360
tRNA		GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	468738	468811	+				tRNA-Arg			G7081_RS02360	74		anticodon=ACG
gene	tRNA	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	468827	468900	+							G7081_RS02365	74		old_locus_tag=G7081_02365
tRNA		GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	468827	468900	+				tRNA-Pro			G7081_RS02365	74		anticodon=TGG
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	469026	469481	+							G7081_RS02370	456		old_locus_tag=G7081_02370
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	469026	469481	+	WP_166007078.1	WP_166007078.1		CtsR family transcriptional regulator			G7081_RS02370	456	151	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	469487	471955	+							G7081_RS02375	2469		old_locus_tag=G7081_02375
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	469487	471955	+	WP_166007080.1	WP_166007080.1		ATP-dependent Clp protease ATP-binding subunit			G7081_RS02375	2469	822	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	472069	472992	+							G7081_RS02380	924		old_locus_tag=G7081_02380
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	472069	472992	+	WP_166007082.1	WP_166007082.1		U32 family peptidase			G7081_RS02380	924	307	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	473005	474246	+							G7081_RS02385	1242		old_locus_tag=G7081_02385
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	473005	474246	+	WP_166007084.1	WP_166007084.1		U32 family peptidase			G7081_RS02385	1242	413	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	474388	475830	+							G7081_RS02390	1443		old_locus_tag=G7081_02390
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	474388	475830	+	WP_166007086.1	WP_166007086.1		cytochrome ubiquinol oxidase subunit I			G7081_RS02390	1443	480	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	475832	476842	+					cydB		G7081_RS02395	1011		old_locus_tag=G7081_02395
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	475832	476842	+	WP_166007088.1	WP_166007088.1		cytochrome d ubiquinol oxidase subunit II	cydB		G7081_RS02395	1011	336	
