# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	243292	243576	+					groES		FA707_RS01215	285		old_locus_tag=FA707_01215
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	243292	243576	+	WP_136952516.1	WP_136952516.1		co-chaperone GroES	groES		FA707_RS01215	285	94	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	243597	245222	+					groL		FA707_RS01220	1626		old_locus_tag=FA707_01220
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	243597	245222	+	WP_136952517.1	WP_136952517.1		chaperonin GroEL	groL		FA707_RS01220	1626	541	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	245343	246050	+							FA707_RS01225	708		old_locus_tag=FA707_01225
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	245343	246050	+	WP_136952518.1	WP_136952518.1		DUF975 family protein			FA707_RS01225	708	235	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	246221	247642	+					treP		FA707_RS01230	1422		old_locus_tag=FA707_01230
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	246221	247642	+	WP_136952519.1	WP_136952519.1		PTS system trehalose-specific EIIBC component	treP		FA707_RS01230	1422	473	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	247693	249357	+					treC		FA707_RS01235	1665		old_locus_tag=FA707_01235
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	247693	249357	+	WP_136954138.1	WP_136954138.1		alpha,alpha-phosphotrehalase	treC		FA707_RS01235	1665	554	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	249433	250140	-					treR		FA707_RS01240	708		old_locus_tag=FA707_01240
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	249433	250140	-	WP_136952520.1	WP_136952520.1		trehalose operon repressor	treR		FA707_RS01240	708	235	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	250276	250488	+							FA707_RS01245	213		old_locus_tag=FA707_01245
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	250276	250488	+	WP_136952521.1	WP_136952521.1		hypothetical protein			FA707_RS01245	213	70	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	250512	251501	+					galE		FA707_RS01250	990		old_locus_tag=FA707_01250
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	250512	251501	+	WP_136952522.1	WP_136952522.1		UDP-glucose 4-epimerase GalE	galE		FA707_RS01250	990	329	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	251692	253206	+							FA707_RS01255	1515		old_locus_tag=FA707_01255
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	251692	253206	+	WP_136952523.1	WP_136952523.1		DUF1846 domain-containing protein			FA707_RS01255	1515	504	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	253252	253947	-							FA707_RS01260	696		old_locus_tag=FA707_01260
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	253252	253947	-	WP_136952524.1	WP_136952524.1		hydrolase			FA707_RS01260	696	231	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	254066	254752	+							FA707_RS01265	687		old_locus_tag=FA707_01265
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	254066	254752	+	WP_136952525.1	WP_136952525.1		helix-hairpin-helix domain-containing protein			FA707_RS01265	687	228	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	254778	255260	+							FA707_RS01270	483		old_locus_tag=FA707_01270
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	254778	255260	+	WP_136952526.1	WP_136952526.1		ComE operon protein 2			FA707_RS01270	483	160	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	255241	257586	+							FA707_RS01275	2346		old_locus_tag=FA707_01275
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	255241	257586	+	WP_168177323.1	WP_168177323.1		DNA internalization-related competence protein ComEC/Rec2			FA707_RS01275	2346	781	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	257693	259519	+					recQ		FA707_RS01280	1827		old_locus_tag=FA707_01280
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	257693	259519	+	WP_136952528.1	WP_136952528.1		DNA helicase RecQ	recQ		FA707_RS01280	1827	608	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	259623	260645	+					holA		FA707_RS01285	1023		old_locus_tag=FA707_01285
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	259623	260645	+	WP_136952529.1	WP_136952529.1		DNA polymerase III subunit delta	holA		FA707_RS01285	1023	340	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	260855	261424	+					thiT		FA707_RS01290	570		old_locus_tag=FA707_01290
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	260855	261424	+	WP_136952530.1	WP_136952530.1		energy-coupled thiamine transporter ThiT	thiT		FA707_RS01290	570	189	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	261501	262319	+							FA707_RS01295	819		old_locus_tag=FA707_01295
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	261501	262319	+	WP_136952531.1	WP_136952531.1		ZIP family metal transporter			FA707_RS01295	819	272	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	262547	262723	-							FA707_RS10435	177		
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	262547	262723	-	WP_154299877.1	WP_154299877.1		hypothetical protein			FA707_RS10435	177	58	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	263121	263513	-							FA707_RS01300	393		old_locus_tag=FA707_01300
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	263121	263513	-	WP_168177324.1	WP_168177324.1		DUF4809 family protein			FA707_RS01300	393	130	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	263535	264437	-							FA707_RS01305	903		old_locus_tag=FA707_01305
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	263535	264437	-	WP_136952533.1	WP_136952533.1		polysaccharide deacetylase family protein			FA707_RS01305	903	300	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	264755	265015	-					rpsT		FA707_RS01310	261		old_locus_tag=FA707_01310
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	264755	265015	-	WP_136952534.1	WP_136952534.1		30S ribosomal protein S20	rpsT		FA707_RS01310	261	86	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	265321	266355	+							FA707_RS01315	1035		old_locus_tag=FA707_01315
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	265321	266355	+	WP_136954139.1	WP_136954139.1		inorganic phosphate transporter			FA707_RS01315	1035	344	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	266373	266996	+							FA707_RS01320	624		old_locus_tag=FA707_01320
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	266373	266996	+	WP_136952535.1	WP_136952535.1		DUF47 family protein			FA707_RS01320	624	207	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	267228	268259	+							FA707_RS01325	1032		old_locus_tag=FA707_01325
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	267228	268259	+	WP_136954140.1	WP_136954140.1		branched-chain amino acid aminotransferase			FA707_RS01325	1032	343	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	268400	268660	+							FA707_RS01330	261		old_locus_tag=FA707_01330
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	268400	268660	+	WP_246032330.1	WP_246032330.1		hypothetical protein			FA707_RS01330	261	86	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	268831	270117	+							FA707_RS01335	1287		old_locus_tag=FA707_01335
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	268831	270117	+	WP_136952536.1	WP_136952536.1		MFS transporter			FA707_RS01335	1287	428	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	270121	271890	+							FA707_RS01340	1770		old_locus_tag=FA707_01340
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	270121	271890	+	WP_136952537.1	WP_136952537.1		glycoside hydrolase family 2			FA707_RS01340	1770	589	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	271955	273205	+							FA707_RS01345	1251		old_locus_tag=FA707_01345
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	271955	273205	+	WP_136954142.1	WP_136954142.1		competence/damage-inducible protein A			FA707_RS01345	1251	416	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	273294	274343	+					recA		FA707_RS01350	1050		old_locus_tag=FA707_01350
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	273294	274343	+	WP_136952538.1	WP_136952538.1		recombinase RecA	recA		FA707_RS01350	1050	349	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	274718	275656	+							FA707_RS01355	939		old_locus_tag=FA707_01355
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	274718	275656	+	WP_136952539.1	WP_136952539.1		2-dehydropantoate 2-reductase			FA707_RS01355	939	312	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	275703	276746	+							FA707_RS01360	1044		old_locus_tag=FA707_01360
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	275703	276746	+	WP_136952540.1	WP_136952540.1		PTS sugar transporter subunit IIC			FA707_RS01360	1044	347	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	277192	278757	+					rny		FA707_RS01365	1566		old_locus_tag=FA707_01365
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	277192	278757	+	WP_136952541.1	WP_136952541.1		ribonuclease Y	rny		FA707_RS01365	1566	521	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	278900	279580	+							FA707_RS01370	681		old_locus_tag=FA707_01370
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	278900	279580	+	WP_136952542.1	WP_136952542.1		metal ABC transporter ATP-binding protein			FA707_RS01370	681	226	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	279553	280371	+							FA707_RS01375	819		old_locus_tag=FA707_01375
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	279553	280371	+	WP_136952543.1	WP_136952543.1		metal ABC transporter permease			FA707_RS01375	819	272	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	280516	281340	+					purR		FA707_RS01380	825		old_locus_tag=FA707_01380
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	280516	281340	+	WP_136952544.1	WP_136952544.1		pur operon repressor	purR		FA707_RS01380	825	274	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	281367	282740	+					glmU		FA707_RS01385	1374		old_locus_tag=FA707_01385
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	281367	282740	+	WP_136952545.1	WP_136952545.1		bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU	glmU		FA707_RS01385	1374	457	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	282844	283815	+							FA707_RS01390	972		old_locus_tag=FA707_01390
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	282844	283815	+	WP_136952546.1	WP_136952546.1		ribose-phosphate diphosphokinase			FA707_RS01390	972	323	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	283946	284458	+							FA707_RS01395	513		old_locus_tag=FA707_01395
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	283946	284458	+	WP_168177325.1	WP_168177325.1		winged helix-turn-helix transcriptional regulator			FA707_RS01395	513	170	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	284509	284946	-					mscL		FA707_RS01400	438		old_locus_tag=FA707_01400
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	284509	284946	-	WP_136952548.1	WP_136952548.1		large conductance mechanosensitive channel protein MscL	mscL		FA707_RS01400	438	145	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	285169	286434	+							FA707_RS01405	1266		old_locus_tag=FA707_01405
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	285169	286434	+	WP_136952549.1	WP_136952549.1		insulinase family protein			FA707_RS01405	1266	421	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	286434	287732	+							FA707_RS01410	1299		old_locus_tag=FA707_01410
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	286434	287732	+	WP_136952550.1	WP_136952550.1		insulinase family protein			FA707_RS01410	1299	432	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	287739	288464	+							FA707_RS01415	726		old_locus_tag=FA707_01415
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	287739	288464	+	WP_136952551.1	WP_136952551.1		SDR family oxidoreductase			FA707_RS01415	726	241	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	288496	289398	+							FA707_RS01420	903		old_locus_tag=FA707_01420
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	288496	289398	+	WP_136952552.1	WP_136952552.1		DUF4115 domain-containing protein			FA707_RS01420	903	300	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	289448	290026	+					pgsA		FA707_RS01425	579		old_locus_tag=FA707_01425
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	289448	290026	+	WP_136954143.1	WP_136954143.1		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	pgsA		FA707_RS01425	579	192	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	290059	290349	-							FA707_RS01430	291		old_locus_tag=FA707_01430
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	290059	290349	-	WP_136952553.1	WP_136952553.1		hypothetical protein			FA707_RS01430	291	96	
gene	tmRNA	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	290502	290869	-					ssrA		FA707_RS01435	368		old_locus_tag=FA707_01435
tmRNA		GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	290502	290869	-				transfer-messenger RNA	ssrA		FA707_RS01435	368		
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	290934	291707	-							FA707_RS01440	774		old_locus_tag=FA707_01440
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	290934	291707	-	WP_168177326.1	WP_168177326.1		Cof-type HAD-IIB family hydrolase			FA707_RS01440	774	257	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	291882	292604	+							FA707_RS01445	723		old_locus_tag=FA707_01445
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	291882	292604	+	WP_136952555.1	WP_136952555.1		response regulator transcription factor			FA707_RS01445	723	240	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	292601	294049	+							FA707_RS01450	1449		old_locus_tag=FA707_01450
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	292601	294049	+	WP_136952556.1	WP_136952556.1		HAMP domain-containing histidine kinase			FA707_RS01450	1449	482	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	294193	294465	+							FA707_RS01455	273		old_locus_tag=FA707_01455
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	294193	294465	+	WP_136952557.1	WP_136952557.1		UPF0223 family protein			FA707_RS01455	273	90	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	294473	295246	+							FA707_RS01460	774		old_locus_tag=FA707_01460
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	294473	295246	+	WP_136952558.1	WP_136952558.1		inositol monophosphatase family protein			FA707_RS01460	774	257	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	295353	297197	+					typA		FA707_RS01465	1845		old_locus_tag=FA707_01465
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	295353	297197	+	WP_136952559.1	WP_136952559.1		translational GTPase TypA	typA		FA707_RS01465	1845	614	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	297349	298062	-							FA707_RS01470	714		old_locus_tag=FA707_01470
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	297349	298062	-	WP_136952560.1	WP_136952560.1		GntR family transcriptional regulator			FA707_RS01470	714	237	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	298196	299980	+							FA707_RS01475	1785		old_locus_tag=FA707_01475
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	298196	299980	+	WP_136952561.1	WP_136952561.1		beta-galactosidase			FA707_RS01475	1785	594	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	299980	300480	+							FA707_RS01480	501		old_locus_tag=FA707_01480
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	299980	300480	+	WP_136952562.1	WP_136952562.1		PTS sugar transporter subunit IIB			FA707_RS01480	501	166	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	300480	301400	+							FA707_RS01485	921		old_locus_tag=FA707_01485
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	300480	301400	+	WP_136952563.1	WP_136952563.1		PTS sugar transporter subunit IIC			FA707_RS01485	921	306	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	301390	302190	+							FA707_RS01490	801		old_locus_tag=FA707_01490
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	301390	302190	+	WP_136952564.1	WP_136952564.1		PTS system mannose/fructose/sorbose family transporter subunit IID			FA707_RS01490	801	266	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	302407	302811	+							FA707_RS01495	405		old_locus_tag=FA707_01495
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	302407	302811	+	WP_136952565.1	WP_136952565.1		PTS sugar transporter subunit IIA			FA707_RS01495	405	134	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	302851	304014	+							FA707_RS01500	1164		old_locus_tag=FA707_01500
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	302851	304014	+	WP_136952566.1	WP_136952566.1		SIS domain-containing protein			FA707_RS01500	1164	387	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	304031	305008	+					lacD		FA707_RS01505	978		old_locus_tag=FA707_01505
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	304031	305008	+	WP_136952567.1	WP_136952567.1		tagatose-bisphosphate aldolase	lacD		FA707_RS01505	978	325	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	305178	306047	+							FA707_RS01510	870		old_locus_tag=FA707_01510
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	305178	306047	+	WP_136952568.1	WP_136952568.1		fructose-bisphosphate aldolase			FA707_RS01510	870	289	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	306104	306859	-							FA707_RS01515	756		old_locus_tag=FA707_01515
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	306104	306859	-	WP_136952569.1	WP_136952569.1		AAC(3) family N-acetyltransferase			FA707_RS01515	756	251	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	307026	308462	+							FA707_RS01520	1437		old_locus_tag=FA707_01520
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	307026	308462	+	WP_136952570.1	WP_136952570.1		glycoside hydrolase family 1 protein			FA707_RS01520	1437	478	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	308556	310355	-							FA707_RS01525	1800		old_locus_tag=FA707_01525
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	308556	310355	-	WP_136952571.1	WP_136952571.1		M3 family oligoendopeptidase			FA707_RS01525	1800	599	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	310495	310992	+							FA707_RS01530	498		old_locus_tag=FA707_01530
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	310495	310992	+	WP_136952572.1	WP_136952572.1		VanZ family protein			FA707_RS01530	498	165	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	311064	311999	+					tadA		FA707_RS01535	936		old_locus_tag=FA707_01535
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	311064	311999	+	WP_136952573.1	WP_136952573.1		Flp pilus assembly complex ATPase component TadA	tadA		FA707_RS01535	936	311	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	311996	313060	+							FA707_RS01540	1065		old_locus_tag=FA707_01540
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	311996	313060	+	WP_136952574.1	WP_136952574.1		type II secretion system F family protein			FA707_RS01540	1065	354	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	313057	313344	+							FA707_RS01545	288		old_locus_tag=FA707_01545
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	313057	313344	+	WP_136952575.1	WP_136952575.1		prepilin-type N-terminal cleavage/methylation domain-containing protein			FA707_RS01545	288	95	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	313317	313796	+							FA707_RS01550	480		old_locus_tag=FA707_01550
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	313317	313796	+	WP_138420961.1	WP_138420961.1		type II secretion system GspH family protein			FA707_RS01550	480	159	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	313771	314106	+							FA707_RS01555	336		old_locus_tag=FA707_01555
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	313771	314106	+	WP_136952577.1	WP_136952577.1		hypothetical protein			FA707_RS01555	336	111	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	314093	314548	+							FA707_RS01560	456		old_locus_tag=FA707_01560
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	314093	314548	+	WP_136952578.1	WP_136952578.1		ComGF family competence protein			FA707_RS01560	456	151	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	314532	314882	+							FA707_RS01565	351		old_locus_tag=FA707_01565
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	314532	314882	+	WP_136952579.1	WP_136952579.1		hypothetical protein			FA707_RS01565	351	116	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	315028	317028	+					metG		FA707_RS01570	2001		old_locus_tag=FA707_01570
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	315028	317028	+	WP_136952580.1	WP_136952580.1		methionine--tRNA ligase	metG		FA707_RS01570	2001	666	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	317113	317883	+							FA707_RS01575	771		old_locus_tag=FA707_01575
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	317113	317883	+	WP_136952581.1	WP_136952581.1		TatD family hydrolase			FA707_RS01575	771	256	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	317885	318466	+					rnmV		FA707_RS01580	582		old_locus_tag=FA707_01580
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	317885	318466	+	WP_136952582.1	WP_136952582.1		ribonuclease M5	rnmV		FA707_RS01580	582	193	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	318463	319344	+					rsmA		FA707_RS01585	882		old_locus_tag=FA707_01585
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	318463	319344	+	WP_136952583.1	WP_136952583.1		16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA	rsmA		FA707_RS01585	882	293	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	319566	320768	+							FA707_RS01590	1203		old_locus_tag=FA707_01590
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	319566	320768	+	WP_136952584.1	WP_136952584.1		acyl-CoA dehydrogenase family protein			FA707_RS01590	1203	400	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	320977	321882	+							FA707_RS01595	906		old_locus_tag=FA707_01595
CDS	with_protein	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	320977	321882	+	WP_136952585.1	WP_136952585.1		LysR family transcriptional regulator			FA707_RS01595	906	301	
gene	protein_coding	GCF_005145005.1	Primary Assembly	chromosome		NZ_CP039712.1	322108	323289	+							FA707_RS01600	1182		old_locus_tag=FA707_01600
