# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	396861	397727	-	WP_166033489.1	WP_166033489.1		NAD(P)-dependent oxidoreductase			G7082_RS01945	867	288	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	397794	398828	-							G7082_RS01950	1035		old_locus_tag=G7082_01950
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	397794	398828	-	WP_166033490.1	WP_166033490.1		flippase-like domain-containing protein			G7082_RS01950	1035	344	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	398841	400055	-							G7082_RS01955	1215		old_locus_tag=G7082_01955
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	398841	400055	-	WP_166033491.1	WP_166033491.1		glycosyltransferase family 4 protein			G7082_RS01955	1215	404	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	400071	401093	-							G7082_RS01960	1023		old_locus_tag=G7082_01960
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	400071	401093	-	WP_166033492.1	WP_166033492.1		glycosyltransferase family 4 protein			G7082_RS01960	1023	340	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	401338	403062	-					ptsP		G7082_RS01965	1725		old_locus_tag=G7082_01965
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	401338	403062	-	WP_166033493.1	WP_166033493.1		phosphoenolpyruvate--protein phosphotransferase	ptsP		G7082_RS01965	1725	574	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	403062	403328	-							G7082_RS01970	267		old_locus_tag=G7082_01970
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	403062	403328	-	WP_086950570.1	WP_086950570.1		phosphocarrier protein HPr			G7082_RS01970	267	88	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	403500	403682	-							G7082_RS01975	183		old_locus_tag=G7082_01975
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	403500	403682	-	WP_166033494.1	WP_166033494.1		hypothetical protein			G7082_RS01975	183	60	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	403876	406053	+							G7082_RS01980	2178		old_locus_tag=G7082_01980
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	403876	406053	+	WP_166033495.1	WP_166033495.1		ATP-dependent Clp protease ATP-binding subunit			G7082_RS01980	2178	725	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	406282	406596	+							G7082_RS01985	315		old_locus_tag=G7082_01985
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	406282	406596	+	WP_166033496.1	WP_166033496.1		DUF1827 family protein			G7082_RS01985	315	104	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	406636	409242	-							G7082_RS01990	2607		old_locus_tag=G7082_01990
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	406636	409242	-	WP_166033497.1	WP_166033497.1		serine hydrolase			G7082_RS01990	2607	868	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	409350	411815	-							G7082_RS01995	2466		old_locus_tag=G7082_01995
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	409350	411815	-	WP_166033498.1	WP_166033498.1		hypothetical protein			G7082_RS01995	2466	821	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	412184	413431	+							G7082_RS02000	1248		old_locus_tag=G7082_02000
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	412184	413431	+	WP_166033499.1	WP_166033499.1		hypothetical protein			G7082_RS02000	1248	415	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	413481	413978	-							G7082_RS02005	498		old_locus_tag=G7082_02005
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	413481	413978	-	WP_166033500.1	WP_166033500.1		hypothetical protein			G7082_RS02005	498	165	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	413975	414775	-							G7082_RS02010	801		old_locus_tag=G7082_02010
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	413975	414775	-	WP_166033501.1	WP_166033501.1		DUF6270 domain-containing protein			G7082_RS02010	801	266	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	414804	416846	-							G7082_RS02015	2043		old_locus_tag=G7082_02015
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	414804	416846	-	WP_166033502.1	WP_166033502.1		GW dipeptide domain-containing protein			G7082_RS02015	2043	680	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	416853	420359	-							G7082_RS02020	3507		old_locus_tag=G7082_02020
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	416853	420359	-	WP_166033503.1	WP_166033503.1		bifunctional glycosyltransferase/CDP-glycerol:glycerophosphate glycerophosphotransferase			G7082_RS02020	3507	1168	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	420473	422050	-							G7082_RS02025	1578		old_locus_tag=G7082_02025
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	420473	422050	-	WP_166033504.1	WP_166033504.1		peptide chain release factor 3			G7082_RS02025	1578	525	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	422206	424401	-							G7082_RS02030	2196		old_locus_tag=G7082_02030
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	422206	424401	-	WP_166033505.1	WP_166033505.1		M15 family metallopeptidase			G7082_RS02030	2196	731	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	424453	426678	-							G7082_RS02035	2226		old_locus_tag=G7082_02035
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	424453	426678	-	WP_166033506.1	WP_166033506.1		C39 family peptidase			G7082_RS02035	2226	741	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	426910	429711	-							G7082_RS02040	2802		old_locus_tag=G7082_02040
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	426910	429711	-	WP_166033507.1	WP_166033507.1		DUF5011 domain-containing protein			G7082_RS02040	2802	933	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	429897	430238	-							G7082_RS02045	342		old_locus_tag=G7082_02045
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	429897	430238	-	WP_166033508.1	WP_166033508.1		EamA family transporter			G7082_RS02045	342	113	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	430235	430585	-							G7082_RS02050	351		old_locus_tag=G7082_02050
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	430235	430585	-	WP_166033509.1	WP_166033509.1		DUF2304 domain-containing protein			G7082_RS02050	351	116	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	430585	431298	-							G7082_RS14900	714		
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	430585	431298	-	WP_202983121.1	WP_202983121.1		glycosyltransferase family 2 protein			G7082_RS14900	714	237	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	431311	432264	-							G7082_RS14905	954		
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	431311	432264	-	WP_202983122.1	WP_202983122.1		glycosyltransferase family 2 protein			G7082_RS14905	954	317	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	432304	433710	-							G7082_RS02060	1407		old_locus_tag=G7082_02060
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	432304	433710	-	WP_166033510.1	WP_166033510.1		DUF6056 family protein			G7082_RS02060	1407	468	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	433984	435849	-							G7082_RS02065	1866		old_locus_tag=G7082_02065
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	433984	435849	-	WP_166033511.1	WP_166033511.1		DUF6020 family protein			G7082_RS02065	1866	621	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	436035	437420	-							G7082_RS02070	1386		old_locus_tag=G7082_02070
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	436035	437420	-	WP_166033512.1	WP_166033512.1		hemolysin family protein			G7082_RS02070	1386	461	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	437518	438642	-							G7082_RS02075	1125		old_locus_tag=G7082_02075
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	437518	438642	-	WP_166033513.1	WP_166033513.1		AI-2E family transporter			G7082_RS02075	1125	374	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	438782	439210	+							G7082_RS02080	429		old_locus_tag=G7082_02080
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	438782	439210	+	WP_166033514.1	WP_166033514.1		GNAT family N-acetyltransferase			G7082_RS02080	429	142	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	439378	439455	+							G7082_RS14975	78		
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	439378	439455	+	WP_238842706.1	WP_238842706.1		putative holin-like toxin			G7082_RS14975	78	25	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	439759	440880	+							G7082_RS02090	1122		old_locus_tag=G7082_02090
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	439759	440880	+	WP_166033516.1	WP_166033516.1		hypothetical protein			G7082_RS02090	1122	373	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	440957	441493	-							G7082_RS02095	537		old_locus_tag=G7082_02095
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	440957	441493	-	WP_166033517.1	WP_166033517.1		DUF402 domain-containing protein			G7082_RS02095	537	178	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	441600	442793	-					mutY		G7082_RS02100	1194		old_locus_tag=G7082_02100
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	441600	442793	-	WP_166033518.1	WP_166033518.1		A/G-specific adenine glycosylase	mutY		G7082_RS02100	1194	397	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	442786	443583	-					recX		G7082_RS02105	798		old_locus_tag=G7082_02105
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	442786	443583	-	WP_166033519.1	WP_166033519.1		recombination regulator RecX	recX		G7082_RS02105	798	265	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	443639	444415	-							G7082_RS02110	777		old_locus_tag=G7082_02110
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	443639	444415	-	WP_166033520.1	WP_166033520.1		competence protein ComK			G7082_RS02110	777	258	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	444627	445127	+							G7082_RS02115	501		old_locus_tag=G7082_02115
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	444627	445127	+	WP_166033521.1	WP_166033521.1		sigma-70 family RNA polymerase sigma factor			G7082_RS02115	501	166	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	445208	445417	+							G7082_RS02120	210		old_locus_tag=G7082_02120
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	445208	445417	+	WP_166033522.1	WP_166033522.1		hypothetical protein			G7082_RS02120	210	69	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	445442	445654	+							G7082_RS02125	213		old_locus_tag=G7082_02125
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	445442	445654	+	WP_166033523.1	WP_166033523.1		DUF2922 domain-containing protein			G7082_RS02125	213	70	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	445727	446518	+							G7082_RS02130	792		old_locus_tag=G7082_02130
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	445727	446518	+	WP_166033524.1	WP_166033524.1		hypothetical protein			G7082_RS02130	792	263	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	446849	447244	-							G7082_RS02135	396		old_locus_tag=G7082_02135
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	446849	447244	-	WP_166033525.1	WP_166033525.1		hypothetical protein			G7082_RS02135	396	131	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	447419	448027	-							G7082_RS02140	609		old_locus_tag=G7082_02140
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	447419	448027	-	WP_166033526.1	WP_166033526.1		Fic family protein			G7082_RS02140	609	202	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	448020	448235	-							G7082_RS02145	216		old_locus_tag=G7082_02145
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	448020	448235	-	WP_166033527.1	WP_166033527.1		hypothetical protein			G7082_RS02145	216	71	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	448348	448539	+							G7082_RS02150	192		old_locus_tag=G7082_02150
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	448348	448539	+	WP_166033528.1	WP_166033528.1		hypothetical protein			G7082_RS02150	192	63	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	448529	448885	+					tnpB		G7082_RS02155	357		old_locus_tag=G7082_02155
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	448529	448885	+	WP_166033529.1	WP_166033529.1		IS66 family insertion sequence element accessory protein TnpB	tnpB		G7082_RS02155	357	118	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	448977	450479	+							G7082_RS02160	1503		old_locus_tag=G7082_02160
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	448977	450479	+	WP_166033530.1	WP_166033530.1		IS66 family transposase			G7082_RS02160	1503	500	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	450591	450998	-					tagD		G7082_RS02165	408		old_locus_tag=G7082_02165
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	450591	450998	-	WP_086950879.1	WP_086950879.1		glycerol-3-phosphate cytidylyltransferase	tagD		G7082_RS02165	408	135	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	451081	452037	-							G7082_RS02170	957		old_locus_tag=G7082_02170
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	451081	452037	-	WP_166033531.1	WP_166033531.1		NAD-dependent epimerase/dehydratase family protein			G7082_RS02170	957	318	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	452069	452581	-							G7082_RS02175	513		old_locus_tag=G7082_02175
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	452069	452581	-	WP_166033532.1	WP_166033532.1		acyltransferase			G7082_RS02175	513	170	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	452597	454012	-							G7082_RS02180	1416		old_locus_tag=G7082_02180
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	452597	454012	-	WP_166033533.1	WP_166033533.1		oligosaccharide flippase family protein			G7082_RS02180	1416	471	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	454016	455143	-							G7082_RS02185	1128		old_locus_tag=G7082_02185
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	454016	455143	-	WP_166033534.1	WP_166033534.1		glycosyltransferase family 1 protein			G7082_RS02185	1128	375	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	455163	456593	-							G7082_RS02190	1431		old_locus_tag=G7082_02190
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	455163	456593	-	WP_166033535.1	WP_166033535.1		O-antigen polysaccharide polymerase Wzy family protein			G7082_RS02190	1431	476	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	456590	457849	-							G7082_RS02195	1260		old_locus_tag=G7082_02195
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	456590	457849	-	WP_166033536.1	WP_166033536.1		glycosyltransferase			G7082_RS02195	1260	419	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	457859	458446	-							G7082_RS02200	588		old_locus_tag=G7082_02200
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	457859	458446	-	WP_166033537.1	WP_166033537.1		sugar transferase			G7082_RS02200	588	195	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	458427	459323	-							G7082_RS02205	897		old_locus_tag=G7082_02205
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	458427	459323	-	WP_166033538.1	WP_166033538.1		NAD(P)-dependent oxidoreductase			G7082_RS02205	897	298	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	459320	460438	-							G7082_RS02210	1119		old_locus_tag=G7082_02210
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	459320	460438	-	WP_202983123.1	WP_202983123.1		ATP-grasp domain-containing protein			G7082_RS02210	1119	372	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	460438	461643	-							G7082_RS02215	1206		old_locus_tag=G7082_02215
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	460438	461643	-	WP_166033539.1	WP_166033539.1		DegT/DnrJ/EryC1/StrS family aminotransferase			G7082_RS02215	1206	401	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	461645	463465	-							G7082_RS02220	1821		old_locus_tag=G7082_02220
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	461645	463465	-	WP_166033540.1	WP_166033540.1		polysaccharide biosynthesis protein			G7082_RS02220	1821	606	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	463484	464251	-							G7082_RS02225	768		old_locus_tag=G7082_02225
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	463484	464251	-	WP_166033541.1	WP_166033541.1		tyrosine protein phosphatase			G7082_RS02225	768	255	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	464272	464967	-							G7082_RS02230	696		old_locus_tag=G7082_02230
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	464272	464967	-	WP_166033542.1	WP_166033542.1		CpsD/CapB family tyrosine-protein kinase			G7082_RS02230	696	231	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	464998	465969	-							G7082_RS02235	972		old_locus_tag=G7082_02235
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	464998	465969	-	WP_166033543.1	WP_166033543.1		Wzz/FepE/Etk N-terminal domain-containing protein			G7082_RS02235	972	323	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	466051	467157	-					wecB		G7082_RS02240	1107		old_locus_tag=G7082_02240
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	466051	467157	-	WP_166033544.1	WP_166033544.1		UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)	wecB		G7082_RS02240	1107	368	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	467262	470819	-							G7082_RS02245	3558		old_locus_tag=G7082_02245
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	467262	470819	-	WP_166033545.1	WP_166033545.1		CDP-glycerol glycerophosphotransferase family protein			G7082_RS02245	3558	1185	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	470823	471995	-							G7082_RS02250	1173		old_locus_tag=G7082_02250
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	470823	471995	-	WP_166033546.1	WP_166033546.1		CDP-glycerol glycerophosphotransferase family protein			G7082_RS02250	1173	390	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	472007	472825	-							G7082_RS02255	819		old_locus_tag=G7082_02255
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	472007	472825	-	WP_166033547.1	WP_166033547.1		ABC transporter permease			G7082_RS02255	819	272	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	472840	473583	-							G7082_RS02260	744		old_locus_tag=G7082_02260
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	472840	473583	-	WP_238842681.1	WP_238842681.1		WecB/TagA/CpsF family glycosyltransferase			G7082_RS02260	744	247	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	473586	474710	-							G7082_RS02265	1125		old_locus_tag=G7082_02265
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	473586	474710	-	WP_166033548.1	WP_166033548.1		CDP-glycerol glycerophosphotransferase family protein			G7082_RS02265	1125	374	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	474691	475743	-							G7082_RS02270	1053		old_locus_tag=G7082_02270
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	474691	475743	-	WP_166035997.1	WP_166035997.1		ABC transporter ATP-binding protein			G7082_RS02270	1053	350	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	475941	477077	-							G7082_RS02275	1137		old_locus_tag=G7082_02275
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	475941	477077	-	WP_166033549.1	WP_166033549.1		LCP family protein			G7082_RS02275	1137	378	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	477255	478382	+							G7082_RS02280	1128		old_locus_tag=G7082_02280
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	477255	478382	+	WP_166033550.1	WP_166033550.1		undecaprenyl/decaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase			G7082_RS02280	1128	375	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	478387	479340	-							G7082_RS02285	954		old_locus_tag=G7082_02285
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	478387	479340	-	WP_166033551.1	WP_166033551.1		YihY/virulence factor BrkB family protein			G7082_RS02285	954	317	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	479356	480105	-					map		G7082_RS02290	750		old_locus_tag=G7082_02290
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	479356	480105	-	WP_166033552.1	WP_166033552.1		type I methionyl aminopeptidase	map		G7082_RS02290	750	249	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	480253	480702	+							G7082_RS02295	450		old_locus_tag=G7082_02295
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	480253	480702	+	WP_166033553.1	WP_166033553.1		flavodoxin			G7082_RS02295	450	149	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	480817	481389	-							G7082_RS02300	573		old_locus_tag=G7082_02300
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	480817	481389	-	WP_166033554.1	WP_166033554.1		TetR family transcriptional regulator			G7082_RS02300	573	190	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	481634	482872	+							G7082_RS02305	1239		old_locus_tag=G7082_02305
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	481634	482872	+	WP_166033555.1	WP_166033555.1		aminopeptidase			G7082_RS02305	1239	412	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	483214	484722	+							G7082_RS02310	1509		old_locus_tag=G7082_02310
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	483214	484722	+	WP_166033556.1	WP_166033556.1		helix-turn-helix domain-containing protein			G7082_RS02310	1509	502	
gene	tRNA	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	484783	484856	-							G7082_RS02315	74		old_locus_tag=G7082_02315
tRNA		GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	484783	484856	-				tRNA-Arg			G7082_RS02315	74		anticodon=CCT
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	484980	485294	-							G7082_RS02320	315		old_locus_tag=G7082_02320
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	484980	485294	-	WP_166033557.1	WP_166033557.1		PTS lactose/cellobiose transporter subunit IIA			G7082_RS02320	315	104	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	485329	485649	-							G7082_RS02325	321		old_locus_tag=G7082_02325
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	485329	485649	-	WP_166033558.1	WP_166033558.1		PTS sugar transporter subunit IIB			G7082_RS02325	321	106	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	485796	485993	-							G7082_RS02330	198		old_locus_tag=G7082_02330
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	485796	485993	-	WP_166033559.1	WP_166033559.1		hypothetical protein			G7082_RS02330	198	65	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	486154	488823	-							G7082_RS02335	2670		old_locus_tag=G7082_02335
